_SourcePage,name,wikipedia_link,Coordinates,Country,Criteria,Date of Inscription,size_has,Ref,Region
http://whc.unesco.org/en/list/887,Kuk Early Agricultural Site,http://en.wikipedia.org/wiki/Kuk_Swamp,Date of Inscription: 2008,Papua New Guinea,(iii)(iv),,116.0,887.0,S5 47 1.36 E144 19 54.2
http://whc.unesco.org/en/list/1199,Kunya-Urgench,http://en.wikipedia.org/wiki/Konye-Urgench,N42 10 59.448 E59 5 5.784,Turkmenistan,(ii)(iii),2005,,1199.0,Dashoguz Vilayet (Province)
http://whc.unesco.org/en/list/732,KutnÃ¡ Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,http://en.wikipedia.org/wiki/Kutn%25C3%25A1_Hora,N49 10 59.988 E15 26 60,Czech Republic,(ii)(iv),1995,62.0,732.0,"City and District of KutnÃ¡ Hora, Central Bohemian Region"
http://whc.unesco.org/en/list/1302,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",http://en.wikipedia.org/wiki/Le_Locle,Date of Inscription: 2009,Switzerland,(iv),,284.0,1302.0,N47 6 14 E6 49 58
http://whc.unesco.org/en/list/266,La Fortaleza and San Juan National Historic Site in Puerto Rico,http://en.wikipedia.org/wiki/San_Juan_National_Historic_Site,N18 28 0 W66 7 30,United States of America,(vi),1983,,266.0,"San Juan, Puerto Rico"
http://whc.unesco.org/en/list/857,"La Grand-Place, Brussels",http://en.wikipedia.org/wiki/Grand_Place,N50 50 48.048 E4 21 8.712,Belgium,(ii)(iv),1998,,857.0,"City of Brussels, Brussels-Capital Region"
http://whc.unesco.org/en/list/782,La Lonja de la Seda de Valencia,http://en.wikipedia.org/wiki/Llotja_de_la_Seda,N39 28 27.9 E0 22 42.4,Spain,(i)(iv),1996,,782.0,Province and Autonomous Community of Valencia
http://whc.unesco.org/en/list/1115,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,http://en.wikipedia.org/wiki/New_Caledonia_Barrier_Reef,Date of Inscription: 2008,France,(vii)(ix)(x),,1574300.0,1115.0,S20 24 43 E164 33 59
http://whc.unesco.org/en/list/754,Lake Baikal,http://en.wikipedia.org/wiki/Lake_Baikal,N53 10 25 E107 39 45,Russian Federation,(vii)(viii)(ix)(x),1996,8800000.0,754.0,"Irkutsk and Chita regions, Republic of Buryatia"
http://whc.unesco.org/en/list/289,Lake Malawi National Park,http://en.wikipedia.org/wiki/Lake_Malawi_National_Park,S14 1 59.988 E34 52 59.988,Malawi,(vii)(ix)(x),1984,9400.0,289.0,Central and Southern Regions
http://whc.unesco.org/en/list/801,Lake Turkana National Parks,http://en.wikipedia.org/wiki/Lake_Turkana_National_Parks,Date of Inscription: 1997,Kenya,(viii)(x),2001,161485.0,801.0,N3 3 4.7 E36 30 13.2
http://whc.unesco.org/en/list/1055,Lamu Old Town,http://en.wikipedia.org/wiki/Lamu,S2 17 4 E40 51 9,Kenya,(ii)(iv)(vi),2001,16.0,1055.0,"Coast Province, Lamu District"
http://whc.unesco.org/en/list/1010,Land of Frankincense,http://en.wikipedia.org/wiki/Frankincense_Trail,N18 15 11.988 E53 38 51.324,Oman,(iii)(iv),2000,850.0,1010.0,Dhofar Province
http://whc.unesco.org/en/list/1117,Landscape of the Pico Island Vineyard Culture,http://en.wikipedia.org/wiki/Landscape_of_the_Pico_Island_Vineyard_Culture,N38 30 48.4 W28 32 28.2,Portugal,(iii)(v),2004,190.0,1117.0,Azores
http://whc.unesco.org/en/list/4,L'Anse aux Meadows National Historic Site,http://en.wikipedia.org/wiki/L%27Anse_aux_Meadows,N51 28 0 W55 37 0,Canada,(vi),1978,,4.0,Province of Newfoundland and Labrador
http://whc.unesco.org/en/list/774,Laponian Area,http://en.wikipedia.org/wiki/Laponian_area,N67 19 59.988 E17 34 59.988,Sweden,(iii)(v)(vii)(viii)(ix),1996,940000.0,774.0,"County of Norrbotten. Municipalities â rural districts â GÃ¤llivare, Jokkmokk and Arjeplog"
http://whc.unesco.org/en/list/803,Las Médulas,http://en.wikipedia.org/wiki/Las_M%25C3%25A9dulas,N42 28 9.804 W6 46 14.7,Spain,(i)(ii)(iii)(iv),1997,,803.0,"Province of LÃ©on, Autonomous Community of Castile-Leon"
http://whc.unesco.org/en/list/1024,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),http://en.wikipedia.org/wiki/Val_di_Noto,N36 53 35.5 E15 4 8.1,Italy,(i)(ii)(iv)(v),2002,113.0,1024.0,"Provinces of Catania, Ragusa, and Syracuse, Sicily"
http://whc.unesco.org/en/list/934,Laurisilva of Madeira,http://en.wikipedia.org/wiki/Laurisilva,N32 46 0 W17 0 0,Portugal,(ix)(x),1999,15000.0,934.0,Island of Madeira
http://whc.unesco.org/en/list/1243,"Lavaux, Vineyard Terraces",http://en.wikipedia.org/wiki/Lavaux,Date of Inscription: 2007,Switzerland,(iii)(iv)(v),,898.0,1243.0,N46 29 31 E6 44 46
http://whc.unesco.org/en/list/1181,"Le Havre, the City Rebuilt by Auguste Perret",http://en.wikipedia.org/wiki/Le_Havre,N49 29 34.008 E0 6 27,France,(ii)(iv),2005,133.0,1181.0,"Department of Seine-Maritime, Region of Haute-Normandie"
http://whc.unesco.org/en/list/1259,Le Morne Cultural Landscape,http://en.wikipedia.org/wiki/Le_Morne_Brabant,Date of Inscription: 2008,Mauritius,(iii)(vi),,349.0,1259.0,S20 27 7 E57 19 42
http://whc.unesco.org/en/list/763,Lednice-Valtice Cultural Landscape,http://en.wikipedia.org/wiki/Lednice%25E2%2580%2593Valtice_Cultural_Landscape,N48 46 32.988 E16 46 30,Czech Republic,(i)(ii)(iv),1996,14320.0,763.0,"Breclav District, South Moravian Region"
http://whc.unesco.org/en/list/620,"LevoÄa, SpiÅ¡skÃ½ Hrad and the Associated Cultural Monuments",http://en.wikipedia.org/wiki/Spi%C5%A1_Castle,Date of Inscription: 1993,Slovakia,(iv),2009,1351.0,620.0,N48 59 58 E20 46 3
http://whc.unesco.org/en/list/700,Lines and Geoglyphs of Nasca and Pampas de Jumana,http://en.wikipedia.org/wiki/Nazca_Lines,S14 43 32.988 W75 8 54.996,Peru,(i)(iii)(iv),1994,,700.0,Libertadores / Wari Region
http://whc.unesco.org/en/list/901,LitomyÅ¡l Castle,http://en.wikipedia.org/wiki/Litomy%C5%A1l,N49 52 24.996 E16 18 51.984,Czech Republic,(ii)(iv),1999,,901.0,Pardubice Region
http://whc.unesco.org/en/list/1150,Liverpool â Maritime Mercantile City,http://en.wikipedia.org/wiki/List_of_World_Heritage_Sites_of_the_United_Kingdom,N53 24 24 W2 59 40,United Kingdom of Great Britain and Northern Ireland,(ii)(iii)(iv),2004,136.0,1150.0,"Liverpool, England"
http://whc.unesco.org/en/list/1003,Longmen Grottoes,http://en.wikipedia.org/wiki/Longmen_Grottoes,N34 28 0 E112 28 0,China,(i)(ii)(iii),2000,331.0,1003.0,"Luoyang City, Henan Province"
http://whc.unesco.org/en/list/186,Lord Howe Island Group,http://en.wikipedia.org/wiki/Lord_Howe_Island,S31 33 56 E159 5 18,Australia,(vii)(x),1982,1176.0,186.0,New South Wales
http://whc.unesco.org/en/list/955,Lorentz National Park,http://en.wikipedia.org/wiki/Lorentz_National_Park,S4 45 0 E137 49 59.988,Indonesia,(viii)(ix)(x),1999,2505600.0,955.0,Province of Papua (formerly Irian Jaya)
http://whc.unesco.org/en/list/145,Los Glaciares,http://en.wikipedia.org/wiki/Los_Glaciares_National_Park,S50 0 0 W73 14 57.984,Argentina,(vii)(viii),1981,445900.0,145.0,Santa Cruz
http://whc.unesco.org/en/list/711,Los KatÃ­os National Park,http://en.wikipedia.org/wiki/Los_Kat%C3%ADos_National_Park,N7 40 0 W77 0 0,Colombia,(ix)(x),1994,72000.0,711.0,Provinces of Antioquia and Choco'
http://whc.unesco.org/en/list/10,Lower Valley of the Awash,http://en.wikipedia.org/wiki/Awash_River,N11 6 0.216 E40 34 45.804,Ethiopia,(ii)(iii)(iv),1980,,10.0,Afar region
http://whc.unesco.org/en/list/17,Lower Valley of the Omo,http://en.wikipedia.org/wiki/Omo_River,N4 47 60 E35 58 0,Ethiopia,(iii)(iv),1980,,17.0,Southern Nation Nationalities & Peoples Region
http://whc.unesco.org/en/list/1136,Luis BarragÃ¡n House and Studio,http://en.wikipedia.org/wiki/Luis_Barrag%25C3%25A1n_House_and_Studio,N19 25 6 W99 11 54,Mexico,(i)(ii),2004,0.12,1136.0,Mexico City
http://whc.unesco.org/en/list/666,"Lumbini, the Birthplace of the Lord Buddha",http://en.wikipedia.org/wiki/Lumbini,N27 28 8.004 E83 16 33.996,Nepal,(iii)(vi),1997,1.95,666.0,"Lumbini Zone, Rupandehi District, Western Terai"
http://whc.unesco.org/en/list/778,Lushan National Park,http://en.wikipedia.org/wiki/Lushan_Quaternary_Glaciation_National_Geopark,N29 25 60 E115 52 0,China,(ii)(iii)(iv)(vi),1996,,778.0,"Jiujiang City, Jiangxi Province"
http://whc.unesco.org/en/list/783,Luther Memorials in Eisleben and Wittenberg,http://en.wikipedia.org/wiki/Eisleben,N51 51 52.992 E12 39 10.008,Germany,(iv)(vi),1996,,783.0,States of Saxony-Anhalt (Sachsen-Anhalt) and Thuringia (ThÃ¼ringen)
http://whc.unesco.org/en/list/865,L'viv â the Ensemble of the Historic Centre,http://en.wikipedia.org/wiki/Old_Town_(Lviv),N49 50 29.868 E24 1 55.128,Ukraine,(ii)(v),1998,120.0,865.0,"Halychyna, L'viv Oblast'"
http://whc.unesco.org/en/list/629,Macquarie Island,http://en.wikipedia.org/wiki/Macquarie_Island,S54 35 41 E158 53 44,Australia,(vii)(viii),1997,12785.0,629.0,State of Tasmania
http://whc.unesco.org/en/list/43,Madara Rider,http://en.wikipedia.org/wiki/Madara_Rider,N43 17 60 E27 8 60,Bulgaria,(i)(iii),1979,1.2,43.0,"Village of Madara, Province of Shumen"
http://whc.unesco.org/en/list/1160,Madriu-Perafita-Claror Valley,http://en.wikipedia.org/wiki/Madriu-Perafita-Claror_Valley,N42 29 41 E1 35 44,Andorra,(v),2004,,1160.0,"Part of Communes of Encamp, Andorra la Vella, Saint Julia de Loria and Escaldes-Engordany"
http://whc.unesco.org/en/list/1056,Mahabodhi Temple Complex at Bodh Gaya,http://en.wikipedia.org/wiki/Mahabodhi_Temple,N24 41 43.008 E84 59 38.004,India,(i)(ii)(iii)(iv)(vi),2002,4.86,1056.0,"State of Bihar, Eastern India"
http://whc.unesco.org/en/list/1005,Major Town Houses of the Architect Victor Horta (Brussels),http://en.wikipedia.org/wiki/Major_Town_Houses_of_the_Architect_Victor_Horta_(Brussels),Date of Inscription: 2000,Belgium,(i)(ii)(iv),,,1005.0,N50 49 41.016 E4 21 44.028
http://whc.unesco.org/en/list/1216,Malpelo Fauna and Flora Sanctuary,http://en.wikipedia.org/wiki/Malpelo_Island,N3 58 0 W81 36 60,Colombia,(vii)(ix),2006,857500.0,1216.0,Valle del Cauca Region
http://whc.unesco.org/en/list/150,Mammoth Cave National Park,http://en.wikipedia.org/wiki/Mammoth_Cave_National_Park,N37 11 14 W86 6 11,United States of America,(vii)(viii)(x),1981,21191.0,150.0,"Counties of Barren, Edmonson, and Hart in the State of Kentucky"
http://whc.unesco.org/en/list/302,"Mana Pools National Park, Sapi and Chewore Safari Areas",http://en.wikipedia.org/wiki/Mana_Pools,S15 49 10 E29 24 29,Zimbabwe,(vii)(ix)(x),1984,676600.0,302.0,"Urungwe District, Mashonaland North region"
http://whc.unesco.org/en/list/338,Manas Wildlife Sanctuary,http://en.wikipedia.org/wiki/Manas_National_Park,N26 43 30 E91 1 50,India,(vii)(ix)(x),1985,39100.0,338.0,State of Assam
http://whc.unesco.org/en/list/475,Manovo-Gounda St Floris National Park,http://en.wikipedia.org/wiki/Manovo-Gounda_St._Floris_National_Park,N9 0 0 E21 30 0,Central African Republic,(ix)(x),1988,1740000.0,475.0,Bamingui-Bangoran
http://whc.unesco.org/en/list/1287,Mantua and Sabbioneta,http://en.wikipedia.org/wiki/Mantua,Date of Inscription: 2008,Italy,(ii)(iii),,235.0,1287.0,N45 9 34 E10 47 40
http://whc.unesco.org/en/list/402,ManÃº National Park,http://en.wikipedia.org/wiki/Man%25C3%25BA_National_Park,S12 15 0 W71 45 0,Peru,(ix)(x),1987,1716295.0,402.0,"Dep. Madre de Dios y Cusco, Provincias: Manu y Paucartambo"
http://whc.unesco.org/en/list/1099,Mapungubwe Cultural Landscape,http://en.wikipedia.org/wiki/Kingdom_of_Mapungubwe,S22 11 33 E29 14 20.004,South Africa,(ii)(iii)(iv)(v),2003,28169.0,1099.0,Northern Province
http://whc.unesco.org/en/list/795,Maritime Greenwich,http://en.wikipedia.org/wiki/Greenwich,.,,:,,,795,wonders
http://whc.unesco.org/en/list/1040,Masada,http://en.wikipedia.org/wiki/Masada,Date of Inscription: 2001,Israel,(iii)(iv)(vi),,276.0,1040.0,N31 18 48.6 E35 21 9.9
http://whc.unesco.org/en/list/306,Matobo Hills,http://en.wikipedia.org/wiki/Matobo_National_Park,S20 30 0 E28 30 0,Zimbabwe,(iii)(v)(vi),2003,205000.0,306.0,"Matebeleland, South Province"
http://whc.unesco.org/en/list/546,Maulbronn Monastery Complex,http://en.wikipedia.org/wiki/Maulbronn_Abbey,N49 0 2.988 E8 48 47.016,Germany,(ii)(iv),1993,,546.0,"District of Enz, State of Baden-WÃ¼rttemberg"
http://whc.unesco.org/en/list/1103,Mausoleum of Khoja Ahmed Yasawi,http://en.wikipedia.org/wiki/Mausoleum_of_Khoja_Ahmed_Yasawi,N43 17 35 E68 16 28,Kazakhstan,(i)(iii)(iv),2003,0.55,1103.0,"South Kazakhstan Oblast, City of Turkestan"
http://whc.unesco.org/en/list/441,Mausoleum of the First Qin Emperor,http://en.wikipedia.org/wiki/Terracotta_Army,N34 22 60 E109 5 60,China,(i)(iii)(iv)(vi),1987,,441.0,"Lintong County, Shaanxi Province"
http://whc.unesco.org/en/list/129,Maya Site of Copan,http://en.wikipedia.org/wiki/Cop%25C3%25A1n,N14 50 60 W89 7 59.988,Honduras,(iv)(vi),1980,,129.0,CopÃ¡n; westernmost part of the country
http://whc.unesco.org/en/list/493,Medieval City of Rhodes,http://en.wikipedia.org/wiki/Rhodes_(city),N36 26 49.992 E28 13 40.008,Greece,(ii)(iv)(v),1988,66.0,493.0,"Prefecture of Dodecanese, Region of the South Aegean"
http://whc.unesco.org/en/list/724,Medieval Monuments in Kosovo,http://en.wikipedia.org/wiki/Medieval_Monuments_in_Kosovo,N42 39 40 E20 15 56,Serbia,(ii)(iii)(iv),2004,2.88,724.0,Autonomous province of Kosovo
http://whc.unesco.org/en/list/835,Medieval Town of ToruÅ,http://en.wikipedia.org/wiki/Toru%25C5%2584,N53 0 36 E18 37 9.984,Poland,(ii)(iv),1997,48.0,835.0,"City and County of ToruÅ, Kuyavian-Pomeranian Voivodship"
http://whc.unesco.org/en/list/753,Medina of Essaouira (formerly Mogador),http://en.wikipedia.org/wiki/Essaouira,N31 31 0.012 W9 46 9.984,Morocco,(ii)(iv),2001,30.0,753.0,"Province of Essaouira, Tensift Region"
http://whc.unesco.org/en/list/170,Medina of Fez,http://en.wikipedia.org/wiki/Fes_el_Bali,N34 3 39.996 W4 58 40.008,Morocco,(ii)(v),1981,280.0,170.0,City of Fez
http://whc.unesco.org/en/list/331,Medina of Marrakesh,http://en.wikipedia.org/wiki/Marrakech,N31 37 53.004 W7 59 12.012,Morocco,(i)(ii)(iv)(v),1985,1107.0,331.0,Province of Marrakesh
http://whc.unesco.org/en/list/498,Medina of Sousse,http://en.wikipedia.org/wiki/Sousse,N35 49 40.008 E10 38 18.996,Tunisia,(iii)(iv)(v),1988,32.0,498.0,Gouvernorat de Sousse
http://whc.unesco.org/en/list/837,Medina of Tétouan (formerly known as Titawin),http://en.wikipedia.org/wiki/T%25C3%25A9touan,N35 34 14.988 W5 22 0.012,Morocco,(ii)(iv)(v),1997,6.5,837.0,"Region Nord-Ouest, Wilaya de TÃ©touan, Province of TÃ©touan, Medina of TÃ©touan"
http://whc.unesco.org/en/list/36,Medina of Tunis,http://en.wikipedia.org/wiki/Tunis,N36 49 0.012 E10 10 0.012,Tunisia,(ii)(iii)(v),1979,296.0,36.0,Tunis
http://whc.unesco.org/en/list/132,Megalithic Temples of Malta,http://en.wikipedia.org/wiki/Megalithic_Temples_of_Malta,N36 2 56.688 E14 16 10.092,Malta,(iv),1980,,132.0,Islands of Gozo and Malta
http://whc.unesco.org/en/list/1260,Mehmed PaÅ¡a SokoloviÄ Bridge in ViÅ¡egrad,http://en.wikipedia.org/wiki/Mehmed_Pa%C5%A1a_Sokolovi%C4%87_Bridge,N43 46 53.2 E19 17 16.89,Bosnia and Herzegovina,(ii)(iv),2007,1.5,1260.0,"Republika Srpska, Sarajevo Macro Region"
http://whc.unesco.org/en/list/115,"Meidan Emam, Esfahan",http://en.wikipedia.org/wiki/Naqsh-e_Jahan_Square,N32 39 26.82 E51 40 40,Iran (Islamic Republic of),(i)(v)(vi),1979,,115.0,Esfahan
http://whc.unesco.org/en/list/1223,"Melaka and George Town, Historic Cities of the Straits of Malacca",http://en.wikipedia.org/wiki/Malacca_City,Date of Inscription: 2008,Malaysia,(ii)(iii)(iv),,148.0,1223.0,N5 25 17 E100 20 45
http://whc.unesco.org/en/list/86,Memphis and its Necropolis â the Pyramid Fields from Giza to Dahshur,http://en.wikipedia.org/wiki/Giza_Necropolis,N29 58 33.744 E31 7 49.476,Egypt,(i)(iii)(vi),1979,16359.0,86.0,Governorate of Giza
http://whc.unesco.org/en/list/27,Mesa Verde National Park,http://en.wikipedia.org/wiki/Mesa_Verde_National_Park,N37 15 42 W108 29 8,United States of America,(iii),1978,,27.0,Colorado
http://whc.unesco.org/en/list/720,Messel Pit Fossil Site,http://en.wikipedia.org/wiki/Messel_pit,N49 55 0.012 E8 45 14.004,Germany,(viii),1995,42.0,720.0,"District of Darmstadt-Dieburg, State of Hesse (Hessen)"
http://whc.unesco.org/en/list/455,Meteora,http://en.wikipedia.org/wiki/Meteora,N39 43 0.012 E21 37 59.988,Greece,(i)(ii)(iv)(v)(vii),1988,272.0,455.0,"Prefecture of Trikala, Region of Thessaly"
http://whc.unesco.org/en/list/686,Miguasha National Park,http://en.wikipedia.org/wiki/Miguasha_National_Park,N48 6 18 W66 21 11,Canada,(viii),1999,87.0,686.0,"GaspÃ© Peninsula, Province of Quebec"
http://whc.unesco.org/en/list/818,Mill Network at Kinderdijk-Elshout,http://en.wikipedia.org/wiki/Kinderdijk,N51 52 57 E4 38 58,Netherlands,(i)(ii)(iv),1997,,818.0,"Municipalities of Alblasserdam and Nieuw-Lekkerland, Province of Zuid-Holland"
http://whc.unesco.org/en/list/758,Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,http://en.wikipedia.org/wiki/Pannonhalma_Archabbey,N47 33 32.004 E17 47 3.984,Hungary,(iv)(vi),1996,47.0,758.0,County of GyÃ¶r-Moson-Sopron
http://whc.unesco.org/en/list/211,Minaret and Archaeological Remains of Jam,http://en.wikipedia.org/wiki/Minaret_of_Jam,N34 23 47.6 E64 30 57.8,Afghanistan,(ii)(iii)(iv),2002,70.0,211.0,"Shahrak District, Ghur Province"
http://whc.unesco.org/en/list/623,"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System",http://en.wikipedia.org/wiki/Rammelsberg,Date of Inscription: 1992,Germany,(i)(ii)(iii)(iv),2010,1010.0,623.0,N51 49 12 E10 20 24
http://whc.unesco.org/en/list/1027,Mining Area of the Great Copper Mountain in Falun,http://en.wikipedia.org/wiki/Great_Copper_Mountain,N60 36 16.992 E15 37 50.988,Sweden,(ii)(iii)(v),2001,43.0,1027.0,"Town of Falun, Dalarna Province"
http://whc.unesco.org/en/list/625,Mir Castle Complex,http://en.wikipedia.org/wiki/Mir_Castle_Complex,N53 27 3.9 E26 28 21.8,Belarus,(ii)(iv),2000,,625.0,"Grodno Province (oblast), Korelichi District"
http://whc.unesco.org/en/list/440,Mogao Caves,http://en.wikipedia.org/wiki/Mogao_Caves,N40 7 59.988 E94 49 0.012,China,(i)(ii)(iii)(iv)(v)(vi),1987,,440.0,"Dunhuang County, Gansu Province. At the eastern foot of Mount Mingsha, 25 kilometres southeast of the County seat."
http://whc.unesco.org/en/list/1290,Monarch Butterfly Biosphere Reserve,http://en.wikipedia.org/wiki/Monarch_Butterfly_Biosphere_Reserve,Date of Inscription: 2008,Mexico,(vii),,13552.0,1290.0,N19 36 23 W100 14 30
http://whc.unesco.org/en/list/537,"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",http://en.wikipedia.org/wiki/Nea_Moni_of_Chios,N38 23 60 E22 45 0,Greece,(i)(iv),1990,3.7,537.0,"Regions of Attica, Central Greece, North Aegean"
http://whc.unesco.org/en/list/777,Monasteries of Haghpat and Sanahin,http://en.wikipedia.org/wiki/Haghpat_Monastery,N41 5 42 E44 42 37.008,Armenia,(ii)(iv),1996,2.65,777.0,"Villages of Haghpat and Sanahin, Lorri Region"
http://whc.unesco.org/en/list/318,"Monastery and Site of the Escurial, Madrid",http://en.wikipedia.org/wiki/El_Escorial,N40 34 54.3 W4 7 35.1,Spain,(i)(ii)(vi),1984,,318.0,"San Lorenzo de El Escorial, Province and Autonomous Community of Madrid"
http://whc.unesco.org/en/list/505,Monastery of AlcobaÃ§a,http://en.wikipedia.org/wiki/Alcoba%C3%A7a_Monastery,N39 32 60 W8 58 36.012,Portugal,(i)(iv),1989,,505.0,AlcobaÃ§a - Leiria
http://whc.unesco.org/en/list/264,Monastery of Batalha,http://en.wikipedia.org/wiki/Batalha_Monastery,N39 39 28.008 W8 49 36.984,Portugal,(i)(ii),1983,0.98,264.0,Batalha (Leiria)
http://whc.unesco.org/en/list/960,Monastery of Geghard and the Upper Azat Valley,http://en.wikipedia.org/wiki/Geghard,N40 9 32.004 E44 47 48.012,Armenia,(ii),2000,2.7,960.0,"Kotayk' Region, near the village of Goght"
http://whc.unesco.org/en/list/597,Monastery of Horezu,http://en.wikipedia.org/wiki/Horezu_Monastery,N45 10 60 E24 1 0,Romania,(ii),1993,22.0,597.0,"VÃ¢lcea County, Region of Wallachia"
http://whc.unesco.org/en/list/263,Monastery of the Hieronymites and Tower of Belém in Lisbon,http://en.wikipedia.org/wiki/Jer%25C3%25B3nimos_Monastery,N38 41 30.984 W9 12 56.988,Portugal,(iii)(vi),1983,2.66,263.0,City of Lisbon
http://whc.unesco.org/en/list/974,Monastic Island of Reichenau,http://en.wikipedia.org/wiki/Reichenau_Island,N47 41 55.4 E9 3 40.7,Germany,(iii)(iv)(vi),2000,,974.0,"District of Freiburg, State of Baden-WÃ¼rttemberg"
http://whc.unesco.org/en/list/80,Mont-Saint-Michel and its Bay,http://en.wikipedia.org/wiki/Mont_Saint-Michel,N48 38 8.016 W1 30 38.016,France,(i)(iii)(vi),1979,6558.0,80.0,"Department of Manche, Region of Basse-Normandie"
"http://whc.unesco.org/en/list/1090
http://whc.unesco.org/en/list/1090",Monte San Giorgio,http://en.wikipedia.org/wiki/Monte_San_Giorgio,N45 53 20 E8 54 50,Italy,(viii),2003,1089.0,1090.0,[ch.gif] Switzerland
http://whc.unesco.org/en/list/442,Monticello and the University of Virginia in Charlottesville,http://en.wikipedia.org/wiki/Monticello,N38 1 58 W78 30 14,United States of America,(i)(iv)(vi),1987,,442.0,Virginia
http://whc.unesco.org/en/list/312,Monuments of Oviedo and the Kingdom of the Asturias,http://en.wikipedia.org/wiki/Asturian_architecture,N43 21 45.432 W5 50 34.908,Spain,(i)(ii)(iv),1985,,312.0,Province and Autonomous Community of Asturias
http://whc.unesco.org/en/list/814,Morne Trois Pitons National Park,http://en.wikipedia.org/wiki/Morne_Trois_Pitons_National_Park,N15 16 0 W61 16 60,Dominica,(viii)(x),1997,6857.0,814.0,South central part of the island
"http://whc.unesco.org/en/list/509
http://whc.unesco.org/en/list/509",Mosi-oa-Tunya / Victoria Falls,http://en.wikipedia.org/wiki/Victoria_Falls,Livingstone District of Southern Province of the Republic of Zambia and Hwange District of Matabeleland North Province of Zimbabwe,Zambia,(vii)(viii),1989,8780.0,509.0,[zw.gif] Zimbabwe
http://whc.unesco.org/en/list/454,Mount Athos,http://en.wikipedia.org/wiki/Mount_Athos,N40 16 0.012 E24 13 0.012,Greece,(i)(ii)(iv)(v)(vi)(vii),1988,33042.0,454.0,Autonomous region of Mount Athos
http://whc.unesco.org/en/list/779,"Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area",http://en.wikipedia.org/wiki/Leshan_Giant_Buddha,N29 32 41.64 E103 46 9.3,China,(iv)(vi)(x),1996,15400.0,779.0,"Eimeishan City, Sichuan Province"
http://whc.unesco.org/en/list/547,Mount Huangshan,http://en.wikipedia.org/wiki/Huangshan,Date of Inscription: 1990,China,(ii)(vii)(x),,15400.0,547.0,N30 10 0.012 E118 10 59.988
http://whc.unesco.org/en/list/800,Mount Kenya National Park/Natural Forest,http://en.wikipedia.org/wiki/Mount_Kenya_National_Park,N0 7 26 E37 20 12,Kenya,(vii)(ix),1997,142020.0,800.0,"Districts of Meru, Nyeri, Kirnyaga and Embu in Eastern and Central Provinces"
"http://whc.unesco.org/en/list/155
http://whc.unesco.org/en/list/155",Mount Nimba Strict Nature Reserve,http://en.wikipedia.org/wiki/Mount_Nimba_Strict_Nature_Reserve,RÃ©gion de Lola,CÃ´te d'Ivoire,(ix)(x),1981,18000.0,155.0,[gn.gif] Guinea
http://whc.unesco.org/en/list/1001,Mount Qingcheng and the Dujiangyan Irrigation System,http://en.wikipedia.org/wiki/Dujiangyan_Irrigation_System,N31 0 6.012 E103 36 19.008,China,(ii)(iv)(vi),2000,,1001.0,"Dujiangyan City, Sichuan Province"
http://whc.unesco.org/en/list/1292,Mount Sanqingshan National Park,http://en.wikipedia.org/wiki/Mount_Sanqing,Date of Inscription: 2008,China,(vii),,22950.0,1292.0,N28 54 57 E118 3 52
http://whc.unesco.org/en/list/437,Mount Taishan,http://en.wikipedia.org/wiki/Mount_Tai,N36 16 0.012 E117 5 60,China,(i)(ii)(iii)(iv)(v)(vi)(vii),1987,25000.0,437.0,Spanning the cities of Tai'an and Jinan in central Shandong Province with the main peak in the city of Tai'an
http://whc.unesco.org/en/list/1279,Mount Wutai,http://en.wikipedia.org/wiki/Mount_Wutai,Date of Inscription: 2009,China,(ii)(iii)(iv)(vi),,18415.0,1279.0,N39 1 50 E113 33 48
http://whc.unesco.org/en/list/911,Mount Wuyi,http://en.wikipedia.org/wiki/Wuyi_Mountains,N27 43 0.012 E117 40 59.988,China,(iii)(vi)(vii)(x),1999,99975.0,911.0,"Wuyishan City, Fujian Province"
http://whc.unesco.org/en/list/944,Mountain Railways of India,http://en.wikipedia.org/wiki/Mountain_Railways_of_India,Date of Inscription: 1999,India,(ii)(iv),"2005,2008",89.0,944.0,N11 30 37.008 E76 56 8.988
http://whc.unesco.org/en/list/703,"Mountain Resort and its Outlying Temples, Chengde",http://en.wikipedia.org/wiki/Chengde_Mountain_Resort,N40 59 12.984 E117 56 17.988,China,(ii)(iv),1994,,703.0,"Chengde City, Hebei Province"
http://whc.unesco.org/en/list/378,Mudejar Architecture of Aragon,http://en.wikipedia.org/wiki/Mud%25C3%25A9jar_Architecture_of_Aragon,N40 20 38.004 W1 6 25.992,Spain,(iv),1986,,378.0,"Provinces of Teruel and Zaragoza, Autonomous Community of Aragon"
http://whc.unesco.org/en/list/896,"Museumsinsel (Museum Island), Berlin",http://en.wikipedia.org/wiki/Museum_Island,N52 31 11 E13 23 55,Germany,(ii)(iv),1999,,896.0,Berlin (city-state)
